psgc_brgy,yes,no
86003092,400,29
86003093,206,48
86003094,213,59
86003095,87,35
86003096,1,44
86003097,32,8
86003098,495,77
86003099,150,60
86003101,30,17
86003102,30,13
86003103,94,39
86003105,104,23
86003106,95,24
86003107,3,3
86003109,70,68
86003110,364,116
86003111,54,20
86003112,504,47
86003113,6,46
86003114,303,35
86003115,64,36
86003116,70,10
86003117,99,19
86003118,107,45
86003119,50,11
86003120,71,44
86003121,76,52
86003122,386,144
86003123,329,79
86003124,17,51
86003126,31,18
86003127,628,79
86003128,41,11
86003129,90,50
86003130,48,13
86003131,90,42
86003132,80,40
86003133,10,32
86003134,12,54
86003135,59,26
86003136,742,274
86003137,59,72
86003138,784,236
86003139,102,41
86003140,62,21
86003141,121,49
86003142,31,15
86003143,179,61
86003144,70,30
86003145,123,26
86003146,35,30
86003147,30,20
86003148,269,100
86003149,12,47
86003152,237,117
86003153,146,30
86003154,526,89
86003155,65,50
86003156,99,64
86003158,419,45
86003159,344,49
86003160,33,19
86003162,64,27
86003165,351,70
86003166,376,89
86003167,39,41
86003168,39,12
86003171,72,64
86003173,269,28
86003174,9,65
86003175,379,68
86003176,531,125
86003177,141,81
86003178,58,30
86004001,0,45
86004002,125,61
86004003,29,52
86004004,155,17
86004005,1,46
86004006,19,49
86004007,29,21
86004008,4,125
86004009,2,40
86004010,81,19
86004011,161,16
86004012,45,44
86004013,214,50
86004014,0,39
86004015,1,49
86004016,6,9
86004017,17,37
86004018,2,38
86004019,27,35
86004020,90,32
86004021,127,90
86004022,27,41
86004024,50,24
86004025,59,34
86004026,143,33
86004027,220,77
86004028,65,9
86004029,43,3
86004030,59,4
86004031,81,7
86004032,45,4
86004033,116,26
86004034,85,20
86004035,349,96
86004036,98,14
86004037,102,40
86004038,50,45
86004039,0,56
86004040,76,29
86004041,121,65
86004042,0,25
86005001,55,8
86005002,100,64
86005003,43,3
86005004,112,27
86005005,108,32
86005006,649,111
86005007,118,24
86005008,16,10
86005009,34,10
86005011,27,7
86005012,171,41
86005013,57,15
86005014,1751,177
86005015,31,6
86005016,156,22
86005017,123,30
86005018,96,21
86005019,171,49
86005020,566,111
86005021,230,49
86005022,87,39
86005023,33,5
86005024,28,7
86005025,26,5
86005026,749,65
86005027,1331,191
86005028,112,51
86005029,163,62
86005030,150,49
86005031,66,22
86005032,479,78
86005033,235,64
86005034,254,8
86005035,117,3
86005036,456,33
86005037,187,8
86005038,56,0
86005039,286,26
86005040,210,8
86005041,187,9
86005042,411,46
86005043,267,4
86005044,177,2
86005045,163,1
86005046,771,124
86005047,499,36
86005048,195,48
86005049,532,65
86005050,206,67
86005051,539,136
86005052,244,13
86005053,170,52
86005054,125,48
86005055,474,104
86005056,28,7
86005057,76,24
86005059,201,47
86006001,50,24
86006002,334,50
86006003,219,96
86006004,108,20
86006005,317,60
86006006,14,20
86006007,148,58
86006008,44,14
86006009,50,7
86006010,98,33
86006011,108,25
86006012,95,24
86006013,54,10
86006014,131,52
86006015,72,17
86006016,172,69
86006017,80,14
86006018,192,35
86006019,41,14
86006020,112,44
86006021,80,21
86006022,133,11
86006023,137,76
86006024,94,25
86006025,66,12
86006026,53,35
86006027,121,30
86006028,107,55
86006029,154,23
86006030,73,15
86006031,64,11
86006032,109,55
86006033,90,17
86006034,146,53
86006035,117,30
86006037,70,49
86006038,162,21
86006039,223,55
86006040,108,40
86006041,101,19
86006042,69,17
86006043,193,36
86006044,58,36
86006045,75,56
86006046,50,54
86006047,186,25
86006048,158,74
86006049,66,22
86006050,212,36
86006051,28,6
86006052,118,29
86006053,87,59
86006054,95,58
86006055,73,19
86006056,48,9
86006057,85,36
86006058,32,10
86006059,69,23
86007002,3,60
86007006,24,21
86007008,79,86
86007009,95,30
86007010,39,24
86007014,48,24
86007018,45,32
86007020,29,25
86007023,74,12
86007024,1,63
86007025,3,55
86007026,154,74
86007027,73,32
86007028,33,32
86007029,151,107
86007031,90,1
86007032,75,39
86007034,58,44
86007035,21,37
86007039,73,30
86007041,50,72
86007042,25,31
86007044,40,33
86007048,59,11
86007049,2,48
86007050,41,20
86007052,235,31
86007054,91,59
86007055,39,11
86007056,151,41
86007057,60,63
86007058,56,5
86007059,47,37
86007060,69,37
86007061,64,31
86007062,50,35
86007063,33,12
86007064,1,79
86007067,95,25
86007068,21,16
86007070,67,40
86007071,124,64
86007072,14,167
86007073,6,57
86007074,11,91
86007076,3,73
86007078,140,68
86007079,38,23
86007080,59,36
86007081,1,24
86007082,45,48
86007083,93,31
86007085,11,18
86007087,158,69
86007088,137,79
86007090,21,20
86007091,0,48
86007092,13,9
86007093,40,13
86007094,221,56
86007095,20,17
86007096,196,106
86007097,87,32
86007098,18,27
86007099,32,31
86007100,28,23
86007101,29,44
86007102,14,19
86007103,22,28
86008001,256,42
86008002,26,65
86008003,27,31
86008004,13,54
86008005,8,50
86008006,147,97
86008007,98,41
86008008,9,59
86008009,22,61
86008010,89,19
86008012,72,6
86008013,86,18
86008014,380,92
86008015,76,46
86008016,0,88
86008017,12,66
86008018,0,74
86008019,176,75
86008020,151,51
86008021,46,4
86008022,174,36
86009001,32,13
86009002,39,34
86009004,241,72
86009005,57,7
86009006,99,23
86009007,71,4
86009008,73,52
86009009,32,5
86009011,70,38
86009012,50,16
86009013,29,4
86009014,302,42
86009015,46,3
86009016,73,43
86009017,55,23
86009018,90,50
86009019,117,49
86009020,77,9
86009021,45,10
86009022,85,42
86009024,77,26
86009025,42,2
86009026,32,2
86009027,45,0
86009028,75,24
86009029,46,9
86009030,85,15
86009031,295,65
86009032,49,9
86009033,48,3
86009034,128,33
86009035,29,3
86009036,96,28
86009037,116,12
86010001,82,11
86010002,90,22
86010003,88,29
86010004,84,14
86010005,157,42
86010006,94,9
86010007,218,27
86010008,159,25
86010009,108,16
86010010,54,6
86010011,119,60
86010012,40,3
86010013,101,57
86010014,178,93
86010015,102,15
86010016,89,21
86010017,120,14
86010018,178,33
86010019,66,22
86010020,64,5
86010021,82,30
86010022,113,11
86010023,98,31
86010024,131,22
86011001,14,38
86011004,92,90
86011005,0,39
86011006,0,38
86011007,11,57
86011008,0,36
86011009,3,49
86011010,0,33
86011011,141,108
86011012,172,152
86011013,6,67
86011014,0,54
86011016,1,93
86011017,0,60
86011018,1,47
86011019,3,50
86011020,0,31
86011021,1,51
86011022,3,54
86011023,2,53
86012001,186,72
86012002,255,102
86012003,39,25
86012004,8,22
86012005,123,67
86012006,0,30
86012007,100,112
86012008,43,29
86012009,344,235
86012010,40,23
86012011,41,0
86012012,59,22
86012013,49,47
86012015,18,7
86012016,96,28
86012017,29,18
86012018,20,40
86012019,132,40
86012020,31,7
86012021,30,24
86012022,18,6
86012023,43,11
86012024,52,35
86012025,51,30
86012026,116,33
86012027,30,12
86012028,0,21
86012029,0,32
86012030,22,6
86012031,38,21
86013001,182,43
86013002,124,23
86013003,127,27
86013004,121,33
86013005,38,16
86013006,107,18
86013007,11,39
86013008,21,10
86013010,146,12
86013011,82,88
86013012,45,20
86013013,74,116
86013014,23,26
86013015,29,5
86013016,143,56
86013017,56,41
86013018,254,47
86013019,35,70
86013020,201,69
86013021,121,65
86013022,241,125
86013023,100,44
86013025,55,11
86013026,193,54
86014001,49,11
86014002,49,54
86014004,14,110
86014005,8,31
86014006,43,28
86014007,34,50
86014008,22,55
86014009,40,22
86014010,213,140
86014011,50,43
86014012,42,45
86014013,178,135
86014014,6,104
86014015,48,30
86015001,121,17
86015002,81,2
86015003,58,4
86015004,110,7
86015005,95,15
86015006,92,7
86015007,112,30
86015008,72,37
86015010,89,43
86015011,92,14
86015012,70,25
86015013,37,11
86015014,155,20
86015015,67,10
86016001,6,21
86016002,29,13
86016003,0,39
86016004,27,16
86016005,269,94
86016006,15,51
86016008,241,84
86016009,523,83
86016010,16,24
86016011,9,21
86016012,37,15
86016013,2,45
86016014,49,69
86016015,1,99
86016016,23,31
86016017,17,9
86016018,169,57
86016019,2,22
86016020,284,74
86016021,10,22
86016022,179,53
86016023,15,14
86016024,0,35
86016025,418,78
86016026,11,41
86016027,265,61
86016028,247,51
86016029,35,11
86016030,19,8
86016031,4,12
86016032,31,8
86016033,327,107
86016034,31,11
86016035,90,39
86016036,4,28
86016037,147,39
86017001,47,5
86017002,222,58
86017003,205,60
86017004,54,31
86017005,128,100
86017006,100,21
86017007,87,14
86017008,154,57
86017009,58,22
86017010,277,109
86017011,262,91
86017012,86,17
86017013,223,71
86017014,143,17
86017015,27,6
86017016,133,84
86017017,306,77
86017018,173,144
86017019,43,51
86017020,185,111
86017021,285,94
86017023,117,8
86017024,59,30
86017025,137,28
86017026,122,38
86017027,123,49
86017028,136,41
86017029,12,48
86017030,118,55
86017031,140,38
86017032,143,108
86017033,99,70
86017034,94,81
86017035,157,36
86017036,88,10
86017037,236,75
86017038,135,34
86017039,125,29
86018001,109,21
86018002,100,108
86018003,244,58
86018004,259,104
86018005,179,62
86018006,107,94
86018007,121,98
86018008,212,91
86018009,36,29
86018010,25,64
86018011,122,63
86018012,150,42
86018013,148,69
86019001,112,16
86019002,63,18
86019003,83,17
86019004,71,23
86019005,96,16
86019006,100,27
86019007,270,30
86019008,180,35
86019009,55,35
86019010,193,64
86019011,36,17
86020001,30,51
86020002,33,11
86020003,113,28
86020004,44,22
86020005,67,35
86020007,23,13
86020008,42,15
86020009,42,11
86020010,64,36
86020011,147,38
86020013,122,19
86020014,35,40
86020018,35,8
86020019,37,8
86020020,42,20
86020021,19,9
86020022,120,35
86020023,71,18
86020024,168,38
86020025,86,55
86020026,32,26
86020027,92,86
86020028,44,28
86020029,207,86
86020030,190,67
86020031,28,7
86020032,108,79
86020033,99,68
86020038,43,10
86020039,60,60
86020041,156,28
86020042,178,32
86020043,60,0
86020044,45,47
86020045,147,18
86020047,54,122
86020048,98,69
86020049,145,27
86020050,62,42
86020051,393,90
86020052,50,25
86021001,137,116
86021002,49,26
86021003,53,25
86021004,73,27
86021005,271,41
86021006,143,30
86021007,41,23
86021008,318,77
86021009,82,35
86021010,169,48
86021011,59,38
86021012,43,19
86021013,82,32
86021014,245,37
86021015,40,20
86021016,100,30
86021017,203,72
86021018,49,35
86021019,56,5
86021020,71,3
86021021,104,36
86021022,75,45
86021023,61,17
86021024,142,56
86021025,102,32
86021026,53,4
86021033,49,10
86021034,250,73
86021035,27,14
86021036,101,38
86021037,108,47
86021038,70,36
86021039,105,48
86021040,103,6
86021041,148,37
86021042,35,38
86021043,86,36
86021044,39,29
86022001,21,30
86022002,105,23
86022003,38,23
86022004,51,11
86022005,171,28
86022006,340,57
86022008,33,10
86022009,24,23
86022010,66,18
86022011,102,33
86022012,83,24
86022013,66,19
86022014,41,31
86022015,220,68
86022016,199,46
86022017,145,70
86022018,64,13
86022019,49,23
86022020,59,55
86022021,56,16
86022022,333,50
86022023,48,26
86022024,68,5
86022025,42,18
86022026,121,40
86022027,144,44
86022028,97,6
86022029,106,3
86022030,183,2
86022031,137,7
86022032,155,39
86022033,170,25
86022038,69,63
86022039,157,52
86022040,54,7
86022041,72,31
86022042,33,17
86022043,46,40
86022044,235,139
86022045,205,34
86022046,56,11
86022047,179,116
86022048,180,76
86022049,72,29
86023001,73,34
86023002,87,57
86023003,244,48
86023004,39,16
86023005,86,32
86023006,109,10
86023007,101,25
86023008,117,26
86023009,43,17
86023010,113,31
86023011,124,49
86023012,115,45
86023013,105,26
86023014,96,35
86023015,180,12
86023016,73,23
86023019,83,18
86023020,233,55
86023021,81,23
86023022,161,69
86023023,130,14
86023024,76,4
86023025,134,22
86023026,58,18
86023027,33,16
86024001,224,81
86024002,55,94
86024003,13,91
86024004,131,48
86024005,66,90
86024006,19,101
86024007,133,74
86024008,19,20
86024009,23,84
86024010,35,65
86024011,71,46
86024013,18,42
86024014,77,36
86024015,32,34
86025001,61,26
86025002,100,46
86025003,78,47
86025004,59,21
86025005,35,16
86025006,46,25
86025007,2,12
86025008,41,16
86025009,17,8
86025010,170,27
86025011,1,43
86025012,2,16
86025013,36,31
86025014,54,26
86025015,106,38
86025016,1,36
86025017,31,19
86025018,64,51
86025019,3,26
86025020,106,47
86025021,53,22
86025022,67,56
86025023,62,41
86025024,108,15
86025025,90,34
86025026,0,25
86025027,51,37
86025028,1,38
86025029,1,63
86025030,50,15
86025031,0,36
86025032,65,29
86025033,1,15
86025034,0,38
86025035,46,31
86025036,61,42
86025037,137,22
86025038,33,9
86025039,25,28
86025040,77,8
86025041,60,30
86026001,125,8
86026006,82,36
86026007,49,32
86026008,59,34
86026009,31,15
86026010,71,32
86026011,95,55
86026012,102,52
86026013,203,31
86026014,161,38
86026015,217,46
86026016,101,12
86026017,77,24
86401001,111,20
86401002,66,16
86401003,88,11
86401004,40,11
86401006,48,4
86401007,88,19
86401008,172,16
86401009,173,7
86401010,35,12
86401011,32,3
86401012,229,25
86401013,159,5
86401014,167,26
86401015,92,5
86402001,32,48
86402002,95,19
86402003,109,13
86402004,163,81
86402005,116,37
86402006,140,16
86402007,61,30
86402008,52,32
86402009,82,41
86402010,52,13
86402011,275,59
86402012,87,67
86402013,104,33
86402014,65,26
86402015,286,102
86402016,32,41
86402017,37,32
86402018,12,18
86402019,1,38
86402020,139,62
86402021,96,23
86402022,79,22
86402023,183,59
86402024,53,19
86402025,34,65
86402026,55,22
86402027,171,28
86402028,93,18
86402029,133,23
86402030,201,55
86402031,92,35
86402032,227,76
86402033,87,28
86402034,41,10
86402035,139,83
86402036,11,11
86402037,20,31
86402038,53,26
86402039,139,34
86402040,165,44
86403001,77,38
86403002,96,31
86403003,46,22
86403004,125,32
86403005,95,40
86403006,94,55
86403007,148,56
86403008,64,27
86403009,26,23
86403010,121,55
86403011,196,70
86403012,73,24
86403013,125,28
86403014,80,12
86403015,40,22
86403016,92,49
86403017,83,37
86403018,66,22
86403019,338,68
86403020,101,38
86403021,82,32
86403022,53,28
86403023,85,15
86403024,92,24
86403025,31,6
86403026,171,47
86403027,24,17
86403028,51,19
86403029,59,27
86403030,41,48
86403031,50,22
86403032,81,87
86403033,128,24
86403034,57,32
86403035,87,23
86403036,74,14
86403037,88,25
86403038,73,9
86403039,29,5
86403040,76,9
86404001,46,20
86404002,165,40
86404003,116,21
86404004,234,1
86404005,180,15
86404006,192,17
86404007,65,10
86404008,166,11
86404009,186,10
86404010,231,19
86404011,120,15
86404012,88,18
86404013,280,19
86404014,117,26
86404015,62,12
86404016,125,16
86404017,190,27
86405001,80,33
86405002,134,33
86405003,130,27
86405004,217,66
86405005,71,3
86405006,126,36
86405007,147,48
86405008,249,112
86405009,237,58
86405010,171,46
86405011,81,32
86405012,46,12
86405013,102,31
86405014,264,62
86406001,80,6
86406002,167,19
86406003,61,27
86406004,69,23
86406005,91,56
86406006,126,38
86406007,58,19
86406008,169,33
86406009,50,12
86406010,162,53
86406011,358,51
86406012,280,26
86406013,124,24
86406014,120,24
86406015,178,25
86406016,117,37
86406017,80,14
86406018,532,78
86406019,98,15
86406020,107,43
86406021,352,34
86406022,138,23
86406023,84,0
86406024,85,50
86407001,271,26
86407002,456,160
86407003,13,17
86407004,75,34
86407005,77,24
86407006,57,15
86407007,33,64
86407008,29,7
86407009,66,19
86407010,13,9
86407011,48,3
86407012,60,29
86407013,52,17
86407014,22,14
86407015,182,54
86407016,47,7
86407017,58,30
86407018,40,25
86407019,96,9
86407020,79,13
86407021,116,23
86407022,10,8
86407023,30,20
86407024,109,43
86407025,124,32
86407026,17,27
86407027,60,26
86407028,325,82
86407029,116,39
86407030,151,40
86407031,64,29
86407032,32,29
86407033,30,18
86407034,206,99
86407035,110,46
86407036,4,6
86407037,93,6
86407038,164,60
86407039,226,38
86407040,545,64
86407041,255,57
86407042,91,21
86407043,52,12
86407044,25,27
86407045,71,32
86407046,78,41
86407047,186,51
86407048,82,20
86407049,48,11
86407050,232,77
86407051,48,12
86407052,52,12
86407053,270,34
86407054,71,24
86407055,29,7
86407056,42,4
86407057,74,46
86407058,149,32
86407059,388,5
86407060,65,24
86407061,44,5
86407062,7,20
86407063,70,24
86407064,78,9
86407065,10,6
86407066,693,92
86407067,53,33
86407068,166,66
86407069,143,32
86407070,77,22
86408001,75,33
86408002,249,35
86408003,91,27
86408004,34,31
86408005,46,17
86408006,111,39
86408007,568,60
86408008,91,20
86408009,116,12
86408010,117,23
86408011,135,48
86408012,49,21
86408013,160,44
86408015,180,44
86408016,19,76
86408017,51,14
86408018,116,56
86408019,270,68
86408021,125,51
86408022,90,40
86408023,89,48
86408024,1,23
86408025,37,10
86408026,77,22
86408027,85,22
86408028,79,12
86408029,34,15
86408030,221,49
86408031,119,30
86408032,63,17
86409001,91,14
86409002,19,39
86409003,65,14
86409004,63,22
86409005,52,18
86409006,44,41
86409007,112,49
86409008,60,24
86409009,24,5
86409010,76,24
86409011,42,18
86409012,54,15
86409013,70,28
86409014,50,18
86409015,90,26
86409016,75,32
86409017,111,29
86409018,53,3
86409019,166,54
86409020,53,20
86409021,167,64
86409022,85,20
86409023,113,76
86409024,133,28
86409025,23,36
86409026,16,29
86409028,90,35
86409029,32,8
86409030,39,40
86409031,14,14
86409032,75,38
86409033,23,30
86409034,69,28
86409035,15,26
86409036,28,29
86409037,33,11
86409038,52,18
86410001,77,64
86410002,56,22
86410003,79,40
86410005,118,20
86410007,155,10
86410010,136,26
86410011,152,66
86410012,112,21
86410014,121,20
86410015,116,21
86410016,74,53
86411001,42,11
86411002,37,3
86411003,73,24
86411004,35,17
86411005,55,14
86411006,108,37
86411007,51,16
86411008,69,14
86411009,60,29
86411011,59,10
86411012,62,13
86411013,93,31
86411014,67,29
86411015,103,5
86411016,118,11
86411017,102,32
86411019,109,34
86411020,59,16
86411021,75,16
86411023,55,19
86411024,93,24
86411025,114,16
86411026,91,13
86412001,86,2
86412002,216,11
86412003,50,23
86412004,194,28
86412005,66,25
86412006,229,6
86412007,145,11
86412008,300,22
86412009,250,49
86412010,294,21
86412011,441,71
86412012,126,13
86412013,252,57
86412014,18,9
86412015,53,10
86412016,224,35
86412017,74,3
86412018,122,34
86412019,114,13
86412020,279,38
86412021,172,4
86412022,24,14
86412023,258,43
86412024,280,72
86412025,43,8
86412026,70,14
86412027,56,7
86412028,164,22
86412029,151,13
86412030,59,5
86413001,48,11
86413002,136,29
86413003,186,21
86413004,197,15
86413005,114,13
86413006,185,38
86413007,133,22
86413008,149,15
86413009,143,48
86413010,82,22
86413011,89,36
86413012,97,24
86413013,137,11
86413014,195,28
86413015,147,1
86413016,48,22
86413017,87,21
86413018,52,24
86413019,52,27
86413020,44,30
86413021,89,10
86413022,101,35
86414001,90,16
86414002,182,22
86414003,73,12
86414004,105,28
86414005,59,11
86414006,57,12
86414007,135,46
86414008,189,19
