region,province,municipality,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,total,percentage
CAR (Cordillera Administrative Region),Benguet,Baguio City,114,141,170,145,23,125,141,143,158,157,1317,
CAR (Cordillera Administrative Region),Benguet,Bakun,-,-,-,-,-,-,-,-,-,-,-,
CAR (Cordillera Administrative Region),Benguet,Bokod,1,-,1,-,-,-,1,-,-,-,3,
CAR (Cordillera Administrative Region),Benguet,Buguias,-,3,-,1,1,-,-,2,-,2,9,
CAR (Cordillera Administrative Region),Benguet,Itogon,5,3,6,1,3,3,6,9,9,7,52,
CAR (Cordillera Administrative Region),Benguet,Kabayan,1,-,-,-,-,1,-,-,-,1,3,
CAR (Cordillera Administrative Region),Benguet,Kapangan,-,-,-,-,-,1,1,1,-,2,5,
CAR (Cordillera Administrative Region),Benguet,Kibungan,-,-,-,-,-,1,-,-,-,-,1,
CAR (Cordillera Administrative Region),Benguet,La Trinidad (Capital),19,14,26,23,3,23,26,29,25,19,207,
CAR (Cordillera Administrative Region),Benguet,Mankayan,3,3,-,-,-,-,1,1,1,1,10,
CAR (Cordillera Administrative Region),Benguet,Sablan,3,-,2,-,-,-,-,3,2,2,12,
CAR (Cordillera Administrative Region),Benguet,Tuba,2,2,2,5,-,4,4,1,2,7,29,
CAR (Cordillera Administrative Region),Benguet,Tublay,1,1,1,-,-,-,1,-,2,-,6,
CAR (Cordillera Administrative Region),Ifugao,Banaue,-,2,-,1,-,1,-,3,2,2,11,
CAR (Cordillera Administrative Region),Ifugao,Hungduan,-,-,1,-,-,-,1,-,-,1,3,
CAR (Cordillera Administrative Region),Ifugao,Kiangan,-,4,2,-,-,-,-,1,3,1,11,
CAR (Cordillera Administrative Region),Ifugao,Lagawe (Capital),2,-,1,-,-,-,-,-,3,2,8,
CAR (Cordillera Administrative Region),Ifugao,Lamut,2,2,1,2,-,1,3,1,1,3,16,
CAR (Cordillera Administrative Region),Ifugao,Mayoyao,-,-,-,1,-,-,-,-,-,1,2,
CAR (Cordillera Administrative Region),Ifugao,Alfonso Lista (Potia),1,-,1,-,-,-,-,2,2,-,6,
CAR (Cordillera Administrative Region),Ifugao,Aguinaldo,-,1,-,-,-,-,-,-,-,-,1,
CAR (Cordillera Administrative Region),Ifugao,Hingyon,1,2,-,-,-,2,-,-,-,-,5,
CAR (Cordillera Administrative Region),Ifugao,Asipulo,-,-,-,-,-,-,-,1,-,-,1,
CAR (Cordillera Administrative Region),Ifugao,Tinoc,-,-,-,-,-,-,-,-,1,-,1,
CAR (Cordillera Administrative Region),Kalinga,Balbalan,-,-,-,-,-,-,-,1,1,1,3,
CAR (Cordillera Administrative Region),Kalinga,Lubuagan,-,-,1,-,-,-,1,-,-,-,2,
CAR (Cordillera Administrative Region),Kalinga,Pasil,-,-,-,-,-,-,-,-,-,-,-,
CAR (Cordillera Administrative Region),Kalinga,Pinukpuk,-,-,-,-,-,-,-,1,1,-,2,
CAR (Cordillera Administrative Region),Kalinga,Rizal (Liwan),-,-,-,-,-,1,2,-,-,1,4,
CAR (Cordillera Administrative Region),Kalinga,Tabuk (Capital),3,2,4,4,1,1,3,8,11,11,48,
CAR (Cordillera Administrative Region),Kalinga,Tanudan,-,1,-,-,-,-,-,-,-,-,1,
CAR (Cordillera Administrative Region),Kalinga,Tinglayan,-,-,-,-,-,-,-,-,-,-,-,
CAR (Cordillera Administrative Region),Mountain Province,Barlig,-,-,1,-,-,-,-,-,-,-,1,
CAR (Cordillera Administrative Region),Mountain Province,Bauko,2,1,1,-,1,2,-,1,-,1,9,
CAR (Cordillera Administrative Region),Mountain Province,Besao,-,-,-,-,-,-,-,-,-,-,-,
CAR (Cordillera Administrative Region),Mountain Province,Bontoc (Capital),1,-,-,-,-,3,1,1,3,3,12,
CAR (Cordillera Administrative Region),Mountain Province,Natonin,-,-,-,-,-,-,-,-,1,-,1,
CAR (Cordillera Administrative Region),Mountain Province,Paracelis,1,-,-,1,-,1,-,-,1,2,6,
CAR (Cordillera Administrative Region),Mountain Province,Sabangan,-,-,-,1,-,-,-,-,1,1,3,
CAR (Cordillera Administrative Region),Mountain Province,Sagada,1,1,-,1,-,-,1,-,-,2,6,
CAR (Cordillera Administrative Region),Mountain Province,Tadian,-,-,1,-,-,1,-,1,-,-,3,
CAR (Cordillera Administrative Region),Apayao,Calanasan (Bayag),2,-,-,-,-,1,-,1,1,-,5,
CAR (Cordillera Administrative Region),Apayao,Conner,-,-,-,1,-,-,1,3,-,-,5,
CAR (Cordillera Administrative Region),Apayao,Flora,-,2,1,3,-,1,2,1,1,1,12,
CAR (Cordillera Administrative Region),Apayao,Kabugao (Capital),1,2,1,-,-,-,-,-,-,1,5,
CAR (Cordillera Administrative Region),Apayao,Luna,1,1,-,3,-,1,-,-,-,3,9,
CAR (Cordillera Administrative Region),Apayao,Pudtol,1,1,1,-,-,-,-,1,-,2,6,
CAR (Cordillera Administrative Region),Apayao,Santa Marcela,1,-,-,1,-,-,1,-,-,2,5,
CAR (Cordillera Administrative Region),No City or Municipality Reported,No City or Municipality Reported,-,-,-,-,1,-,-,-,-,-,1,
CAR (Cordillera Administrative Region),Cordillera Administrative Region,Cordillera Administrative Region Total,189,216,252,224,35,207,224,252,258,264,2121,28.35
NCR (National Capital Region),National Capital Region,Tondo,160,198,200,192,28,156,175,142,142,143,1536,
NCR (National Capital Region),National Capital Region,Binondo,11,18,17,18,1,12,14,13,12,21,137,
NCR (National Capital Region),National Capital Region,Quiapo,9,5,12,11,4,17,6,9,11,7,91,
NCR (National Capital Region),National Capital Region,San Nicolas,-,-,-,-,-,-,-,-,-,-,-,
NCR (National Capital Region),National Capital Region,Santa Cruz,60,55,61,54,12,57,54,40,47,41,481,
NCR (National Capital Region),National Capital Region,Sampaloc,225,228,232,239,36,193,190,163,196,191,1893,
NCR (National Capital Region),National Capital Region,San Miguel,3,7,5,3,-,5,7,11,9,5,55,
NCR (National Capital Region),National Capital Region,Ermita,10,19,15,19,1,8,19,26,26,41,184,
NCR (National Capital Region),National Capital Region,Intramuros,1,2,3,4,1,-,7,2,4,3,27,
NCR (National Capital Region),National Capital Region,Malate,86,111,111,118,19,134,105,97,78,109,968,
NCR (National Capital Region),National Capital Region,Paco,39,36,45,55,7,24,39,45,36,39,365,
NCR (National Capital Region),National Capital Region,Pandacan,34,32,36,41,4,29,31,30,24,36,297,
NCR (National Capital Region),National Capital Region,Port Area,-,-,-,-,-,1,1,4,-,1,7,
NCR (National Capital Region),National Capital Region,Santa Ana,61,64,50,60,16,43,46,40,39,49,468,
NCR (National Capital Region),National Capital Region,City of Mandaluyong,146,182,167,179,24,149,197,157,197,166,1564,
NCR (National Capital Region),National Capital Region,City of Marikina,169,173,200,202,18,157,177,166,185,167,1614,
NCR (National Capital Region),National Capital Region,City of Pasig,546,597,850,911,52,451,460,279,273,269,4688,
NCR (National Capital Region),National Capital Region,Quezon City,1547,1631,1627,1826,174,1343,1291,1190,1211,1279,13119,
NCR (National Capital Region),National Capital Region,San Juan,424,367,327,383,18,311,275,290,278,306,2979,
NCR (National Capital Region),National Capital Region,Caloocan City,393,425,504,545,62,525,551,549,503,507,4564,
NCR (National Capital Region),National Capital Region,Malabon,103,100,111,145,19,83,98,91,108,79,937,
NCR (National Capital Region),National Capital Region,Navotas,56,47,64,63,9,37,59,44,73,55,507,
NCR (National Capital Region),National Capital Region,City of Valenzuela,156,145,157,194,25,131,176,158,136,178,1456,
NCR (National Capital Region),National Capital Region,City of Las Pinas,341,351,386,417,74,331,353,327,326,362,3268,
NCR (National Capital Region),National Capital Region,City of Makati,389,413,421,440,69,372,419,371,390,421,3705,
NCR (National Capital Region),National Capital Region,City of Muntinlupa,131,131,160,186,34,123,144,136,169,145,1359,
NCR (National Capital Region),National Capital Region,City of Paranaque,328,331,345,341,54,307,307,313,308,334,2968,
NCR (National Capital Region),National Capital Region,Pasay City,766,1034,1073,1382,187,631,586,600,472,454,7185,
NCR (National Capital Region),National Capital Region,Pateros,23,18,30,32,3,20,11,41,17,20,215,
NCR (National Capital Region),National Capital Region,Taguig,152,129,187,172,37,200,242,259,271,313,1962,
NCR (National Capital Region),Outside of the Philippines,Outside of the Philippines,-,-,-,-,-,-,-,-,-,-,-,
NCR (National Capital Region),No City or Municipality Reported,No City or Municipality Reported,3,1,2,5,-,-,-,-,-,-,11,
No City or Municipality Specified,No City or Municipality Specified,No City or Municipality Specified,28,75,479,2165,20834,220,317,424,131,16,24689,
Grand Total,Grand Total,Grand Total,17399,18933,21100,24904,23927,18436,20610,19776,20234,21409,206728,
,,,,,,,,,,,,,,
(a) Isabela City (Region IX) and Cotabato City (Region XII) have been separated from their respective mother provinces -- Basilan and Maguindanao (both ARMM) under the present regional configuration.,,,,,,,,,,,,,,
"(b) Republic Act No. 9355, ratified through COMELEC plebicite on 2 December 2006, created the Province of Dinagat Islands. It is composed of 7 municipalities coming from the existing province of Surigao del Norte.",,,,,,,,,,,,,,
"(c) Muslim Mindanao Act No. 201, ratified through COMELEC plebicite on 28 October 2006, created the Province of Shariff Kabunsuan. It is composed of 10 municipalities coming from the existing province of Maguindanao.",,,,,,,,,,,,,,
